Curso;Cadeiras;Turno;Turma;Inscritos;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala;Lotação;Características reais da sala;Sala da aula
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;09:30:00;11:00:00;11/11/2022;Sala Aulas Mestrado;AA3.23;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.02
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;09:30:00;11:00:00;04/11/2022;Sala Aulas Mestrado;AA3.23;70.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.06
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;02/12/2022;Sala Aulas Mestrado;AA3.23;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;B3.06
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;25/11/2022;Sala Aulas Mestrado;AA3.23;35.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.01
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;18/11/2022;Sala Aulas Mestrado;AA3.23;8.0;Sala/anfiteatro aulas, Horário sala visível portal público;D3.16
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;11/11/2022;Sala Aulas Mestrado;AA3.23;13.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.03
MGSS;Análise e Avaliação Económica em Saúde;03474TP02;MGSSA1;42;Sex;11:00:00;12:30:00;04/11/2022;Sala Aulas Mestrado;AA3.23;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;C6.09
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;07/12/2022;Sala de Aulas normal;C4.08;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;2,00E+03
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;C4.08;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;2,00E+03
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;23/11/2022;Sala de Aulas normal;C4.08;6.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;D0.05
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;16/11/2022;Sala de Aulas normal;C4.08;80.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Auditório Afonso de Barros
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;09/11/2022;Sala de Aulas normal;C4.08;34.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C3.02
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;02/11/2022;Sala de Aulas normal;C4.08;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA3.23
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;26/10/2022;Sala de Aulas normal;C4.08;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0NE
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;19/10/2022;Sala de Aulas normal;C4.08;30.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;D1.05
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;12/10/2022;Sala de Aulas normal;C4.08;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;D1.09
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;28/09/2022;Sala de Aulas normal;C4.08;12.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0E07.1
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;21/09/2022;Sala de Aulas normal;C4.08;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C4.01
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004TP02;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;Qua;13:00:00;14:30:00;14/09/2022;Sala de Aulas normal;C4.08;70.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Auditório C1.03
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sex;11:00:00;12:30:00;07/10/2022;Sala Aulas Mestrado;B2.02;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C1
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Sex;09:30:00;11:00:00;07/10/2022;Sala Aulas Mestrado;B2.02;54.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C6.01
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;12:30:00;12/10/2022;Sala Aulas Mestrado;B2.02;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C2.01
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;12:30:00;28/09/2022;Sala Aulas Mestrado;B2.02;41.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0S02
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;12:30:00;21/09/2022;Sala Aulas Mestrado;B2.02;28.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA3.24
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;11:00:00;12:30:00;14/09/2022;Sala Aulas Mestrado;B2.02;34.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C2.02
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;09:30:00;11:00:00;12/10/2022;Sala Aulas Mestrado;B2.02;70.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C5.07
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;09:30:00;11:00:00;28/09/2022;Sala Aulas Mestrado;B2.02;48.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1,00E+10
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;09:30:00;11:00:00;21/09/2022;Sala Aulas Mestrado;B2.02;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Balneário feminino
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Qua;09:30:00;11:00:00;14/09/2022;Sala Aulas Mestrado;B2.02;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1,00E+06
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;10/10/2022;Sala Aulas Mestrado;B2.02;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C4.02
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;03/10/2022;Sala Aulas Mestrado;B2.02;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;2,00E+07
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;26/09/2022;Sala Aulas Mestrado;B2.02;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;2,00E+04
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;19/09/2022;Sala Aulas Mestrado;B2.02;16.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C7.07
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;09:30:00;11:00:00;12/09/2022;Sala Aulas Mestrado;B2.02;192.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Auditório B2.04
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;10/10/2022;Sala Aulas Mestrado;B2.02;10.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C3.03
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;03/10/2022;Sala Aulas Mestrado;B2.02;41.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Espaço Exposições
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;26/09/2022;Sala Aulas Mestrado;B2.02;20.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C4.09
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;19/09/2022;Sala Aulas Mestrado;B2.02;38.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA2.26
MG;Contabilidade Avançada;M8488TP01;MGA2;47;Seg;11:00:00;12:30:00;12/09/2022;Sala Aulas Mestrado;B2.02;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;2,00E+07
CT;Igualdade de Género e Diversidade - Iniciação;IGD-ITP02;CI-CT-02;28;Seg;14:30:00;15:30:00;24/10/2022;Sala de Aulas normal;AA2.26;70.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.06
CT;Igualdade de Género e Diversidade - Iniciação;IGD-ITP02;CI-CT-02;28;Seg;14:30:00;17:30:00;17/10/2022;Sala de Aulas normal;AA2.26;129.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório 1
CT;Igualdade de Género e Diversidade - Iniciação;IGD-ITP02;CI-CT-02;28;Seg;14:30:00;17:30:00;10/10/2022;Sala de Aulas normal;AA2.26;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;Balneário masculino
CT;Igualdade de Género e Diversidade - Iniciação;IGD-ITP02;CI-CT-02;28;Seg;14:30:00;17:30:00;03/10/2022;Sala de Aulas normal;AA2.26;296.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório 1NE03 - JJ Laginha
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;07/12/2022;Sala de Aulas normal;2,00E+05;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+08
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;2,00E+05;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.05
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;23/11/2022;Sala de Aulas normal;2,00E+05;84.0;Sala/anfiteatro aulas, Horário sala visível portal público;C6.10
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;16/11/2022;Sala de Aulas normal;2,00E+05;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+08
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;09/11/2022;Sala de Aulas normal;2,00E+05;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+02
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;02/11/2022;Sala de Aulas normal;2,00E+05;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;B2.01
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;26/10/2022;Sala de Aulas normal;2,00E+05;8.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.03
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;19/10/2022;Sala de Aulas normal;2,00E+05;48.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+10
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;12/10/2022;Sala de Aulas normal;2,00E+05;72.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório 0NE01
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;28/09/2022;Sala de Aulas normal;2,00E+05;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.01
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;21/09/2022;Sala de Aulas normal;2,00E+05;72.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório 0NE01
LE;Economia da Organização Industrial;L5014PL02;EC2, EC3.1;37;Qua;11:00:00;12:30:00;14/09/2022;Sala de Aulas normal;2,00E+05;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+03
CT, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho em Equipa;00683TP01;CI-CT-01;28;Seg;09:30:00;11:30:00;24/10/2022;Não necessita de sala;;52.0;;1,00E+05
CT, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho em Equipa;00683TP01;CI-CT-01;28;Seg;09:30:00;11:30:00;10/10/2022;Não necessita de sala;;56.0;;C6.08
CT, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho em Equipa;00683TP01;CI-CT-01;28;Seg;09:30:00;12:30:00;17/10/2022;Sala de Aulas normal;AA3.26;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;0NE
CT, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho em Equipa;00683TP01;CI-CT-01;28;Seg;09:30:00;12:30:00;03/10/2022;Sala de Aulas normal;AA3.26;72.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório 0NE01
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;06/12/2022;Sala de Aulas normal;;6.0;;C2.03
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;C4.07;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C4.01
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;22/11/2022;Sala de Aulas normal;C4.07;30.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA2.24
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;15/11/2022;Sala de Aulas normal;C4.07;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1,00E+07
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;08/11/2022;Sala de Aulas normal;C4.07;12.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C6.06
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;25/10/2022;Sala de Aulas normal;C4.07;20.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;D1.03
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;18/10/2022;Sala de Aulas normal;C4.07;35.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C1.01
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;11/10/2022;Sala de Aulas normal;;50.0;;1,00E+02
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;04/10/2022;Sala de Aulas normal;C4.07;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1NE00
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;27/09/2022;Sala de Aulas normal;C4.07;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Auditório C1.04
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;20/09/2022;Sala de Aulas normal;C4.07;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0NE
LGRH;Relações Laborais;RLTP01;GRHB1;47;Ter;08:00:00;09:30:00;13/09/2022;Sala de Aulas normal;C4.07;16.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C7.09
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;07/12/2022;Sala de Aulas normal;;296.0;;Auditório 1NE03 - JJ Laginha
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;30/11/2022;Sala de Aulas normal;;8.0;;D3.16
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;23/11/2022;Sala de Aulas normal;C4.07;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA3.29
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;16/11/2022;Sala de Aulas normal;C4.07;28.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;D1.06
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;09/11/2022;Sala de Aulas normal;C4.07;10.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA3.32
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;02/11/2022;Sala de Aulas normal;C4.07;41.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0S02
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;26/10/2022;Sala de Aulas normal;C4.07;13.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C4.03
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;19/10/2022;Sala de Aulas normal;C4.07;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C3.01
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;12/10/2022;Sala de Aulas normal;C4.07;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C6.08
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;28/09/2022;Sala de Aulas normal;C4.07;16.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C7.10
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;21/09/2022;Sala de Aulas normal;C4.07;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA3.29
LGRH;Relações Laborais;RLTP01;GRHB1;47;Qua;08:00:00;09:30:00;14/09/2022;Sala de Aulas normal;C4.07;6.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;D0.05
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;02/12/2022;Sala/anfiteatro aulas;;50.0;;1,00E+07
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;25/11/2022;Sala/anfiteatro aulas;C4.07;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B3.05
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;18/11/2022;Sala/anfiteatro aulas;C4.07;10.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA4.07
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;11/11/2022;Sala/anfiteatro aulas;C4.07;72.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Auditório 0NE01
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;04/11/2022;Sala/anfiteatro aulas;C4.07;48.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1,00E+10
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;28/10/2022;Sala/anfiteatro aulas;C4.07;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Balneário masculino
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;21/10/2022;Sala/anfiteatro aulas;C4.07;35.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C1.01
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;14/10/2022;Sala/anfiteatro aulas;C4.07;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1,00E+05
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;07/10/2022;Sala/anfiteatro aulas;C4.07;16.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C7.10
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;30/09/2022;Sala/anfiteatro aulas;C4.07;20.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;D1.03
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;23/09/2022;Sala/anfiteatro aulas;C4.07;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA2.29
LGRH;Relações Laborais;RLTP01;GRHB1;47;Sex;08:00:00;09:30:00;16/09/2022;Sala/anfiteatro aulas;C4.07;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B3.03
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;06/12/2022;Sala Aulas Mestrado;Auditório 1;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;0NE
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;Auditório 1;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.02
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;22/11/2022;Sala Aulas Mestrado;Auditório 1;29.0;Sala/anfiteatro aulas, Horário sala visível portal público;B1
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;15/11/2022;Sala Aulas Mestrado;Auditório 1;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório Afonso de Barros
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;08/11/2022;Sala Aulas Mestrado;Auditório 1;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;B3.06
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;25/10/2022;Sala Aulas Mestrado;Auditório 1;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+05
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;18/10/2022;Sala Aulas Mestrado;Auditório 1;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+08
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;11/10/2022;Sala Aulas Mestrado;Auditório 1;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.02
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;04/10/2022;Sala Aulas Mestrado;Auditório 1;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+08
CIIBS, MEECult, MEGC, MMA;Marketing Cultural;01976TP02;CI-IBS-1, MEGCB1, MEGC-A2, MEGC-A1;55;Ter;18:00:00;20:00:00;27/09/2022;Sala Aulas Mestrado;Auditório 1;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+02
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;06/12/2022;Laboratório de Informática;;50.0;;AA3.23
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;29/11/2022;Laboratório de Informática;0S02;60.0;Horário sala visível portal público, Laboratório de Informática;B3.05
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;22/11/2022;Laboratório de Informática;0S02;32.0;Horário sala visível portal público, Laboratório de Informática;AA3.40
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;15/11/2022;Laboratório de Informática;0S02;41.0;Horário sala visível portal público, Laboratório de Informática;0S02
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;08/11/2022;Laboratório de Informática;D1.04;8.0;Horário sala visível portal público, Laboratório de Informática;D2.16
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;25/10/2022;Laboratório de Informática;D1.04;72.0;Horário sala visível portal público, Laboratório de Informática;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;18/10/2022;Laboratório de Informática;D1.04;296.0;Horário sala visível portal público, Laboratório de Informática;Auditório 1NE03 - JJ Laginha
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;11/10/2022;Laboratório de Informática;D1.04;2.0;Horário sala visível portal público, Laboratório de Informática;D0.01
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;04/10/2022;Laboratório de Informática;D1.04;70.0;Horário sala visível portal público, Laboratório de Informática;Auditório C1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL10;EI-B8, EI-B7, EI-B6, EI-B5;13;Ter;11:00:00;12:30:00;27/09/2022;Laboratório de Informática;0S02;13.0;Horário sala visível portal público, Laboratório de Informática;C4.03
