Curso;Cadeiras;Turno;Turma;Inscritos;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala;Lotação;Características reais da sala;Sala da aula
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL18;GA2;41;Ter;11:00:00;12:30:00;08/11/2022;Sala de Aulas normal;2,00E+08;41.0;Sala/anfiteatro aulas, Horário sala visível portal público;0S01
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL18;GA2;41;Ter;11:00:00;12:30:00;25/10/2022;Sala de Aulas normal;2,00E+08;10.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.32
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL18;GA2;41;Ter;11:00:00;12:30:00;18/10/2022;Sala de Aulas normal;2,00E+08;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;C6.09
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL18;GA2;41;Ter;11:00:00;12:30:00;11/10/2022;Sala de Aulas normal;2,00E+08;38.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA2.26
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL18;GA2;41;Ter;11:00:00;12:30:00;04/10/2022;Sala de Aulas normal;2,00E+08;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.05
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL18;GA2;41;Ter;11:00:00;12:30:00;27/09/2022;Sala de Aulas normal;2,00E+08;16.0;Sala/anfiteatro aulas, Horário sala visível portal público;C7.08
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL18;GA2;41;Ter;11:00:00;12:30:00;20/09/2022;Sala de Aulas normal;2,00E+08;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+07
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;09:30:00;11:00:00;24/11/2022;Sala de Aulas normal;AA2.26;20.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.09
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;09:30:00;11:00:00;17/11/2022;Sala de Aulas normal;AA2.26;10.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA4.07
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;09:30:00;11:00:00;10/11/2022;Sala de Aulas normal;AA2.26;13.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.03
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;09:30:00;11:00:00;03/11/2022;Sala de Aulas normal;AA2.26;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;2,00E+02
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;09:30:00;11:00:00;27/10/2022;Sala de Aulas normal;AA2.26;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;0E07.1
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;09:30:00;11:00:00;20/10/2022;Sala de Aulas normal;AA2.24;48.0;Sala/anfiteatro aulas, Horário sala visível portal público;2,00E+10
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;09:30:00;11:00:00;13/10/2022;Sala de Aulas normal;AA2.28;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório C1.04
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Qui;09:30:00;11:00:00;06/10/2022;Sala de Aulas normal;AA2.28;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA2.24
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;2,00E+08;32.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.05
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;09:30:00;11:00:00;22/11/2022;Sala de Aulas normal;2,00E+08;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+07
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;09:30:00;11:00:00;15/11/2022;Sala de Aulas normal;2,00E+08;56.0;Sala/anfiteatro aulas, Horário sala visível portal público;C6.08
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;09:30:00;11:00:00;08/11/2022;Sala de Aulas normal;2,00E+08;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;C0.08
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;09:30:00;11:00:00;25/10/2022;Sala de Aulas normal;2,00E+08;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;B2.02
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;09:30:00;11:00:00;18/10/2022;Sala de Aulas normal;2,00E+08;38.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.25
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;09:30:00;11:00:00;11/10/2022;Sala de Aulas normal;2,00E+08;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.01
CT;Introdução ao Inglês para Negócios;01973TP01;CI-CT-01;30;Ter;09:30:00;11:00:00;04/10/2022;Sala de Aulas normal;2,00E+08;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA2.29
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;05/12/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;2,00E+07
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;28/11/2022;Arq 1;B3.01;10.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C3.03
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;21/11/2022;Arq 1;B3.01;1.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C1
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;14/11/2022;Arq 1;B3.01;27.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;D1.07
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;07/11/2022;Arq 1;B3.01;60.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;B3.01
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;31/10/2022;Arq 1;B3.01;192.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;Auditório B2.04
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;24/10/2022;Arq 1;B3.01;38.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA3.25
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;17/10/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;2,00E+07
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;10/10/2022;Arq 1;B3.01;498.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;Grande Auditório
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;03/10/2022;Arq 1;B3.01;52.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C4.01
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;26/09/2022;Arq 1;B3.01;12.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;B1.01
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;09:30:00;11:00:00;19/09/2022;Arq 1;B3.01;16.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C7.07
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;09/12/2022;Arq 1;B3.01;60.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C4.08
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;02/12/2022;Arq 1;B3.01;28.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA3.24
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;25/11/2022;Arq 1;B3.01;56.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C6.08
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;18/11/2022;Arq 1;B3.01;129.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;Auditório 1
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;11/11/2022;Arq 1;B3.01;16.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C7.09
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;04/11/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;1,00E+04
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;28/10/2022;Arq 1;B3.01;12.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C6.09
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;21/10/2022;Arq 1;B3.01;60.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;Auditório C1.04
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;14/10/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA3.23
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;07/10/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C5.02
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;30/09/2022;Arq 1;B3.01;34.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C2.02
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;09:30:00;11:00:00;23/09/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;2,00E+04
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;09/12/2022;Arq 1;B3.01;296.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;Auditório 1NE03 - JJ Laginha
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;02/12/2022;Arq 1;B3.01;38.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA2.26
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;25/11/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;1,00E+04
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;18/11/2022;Arq 1;B3.01;27.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;D1.12
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;11/11/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA2.29
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;04/11/2022;Arq 1;B3.01;27.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;D1.07
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;28/10/2022;Arq 1;B3.01;24.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA3.30
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;21/10/2022;Arq 1;B3.01;6.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C5.04
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;14/10/2022;Arq 1;B3.01;84.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C6.10
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;07/10/2022;Arq 1;B3.01;30.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA3.26
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;30/09/2022;Arq 1;B3.01;60.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C4.08
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Sex;11:00:00;12:30:00;23/09/2022;Arq 1;B3.01;48.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;1,00E+10
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;05/12/2022;Arq 1;B3.01;9.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C4.04
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;28/11/2022;Arq 1;B3.01;16.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C7.09
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;21/11/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;2,00E+08
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;14/11/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;1,00E+08
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;07/11/2022;Arq 1;B3.01;8.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;D3.16
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;31/10/2022;Arq 1;B3.01;1.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;Balcão Receção
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;24/10/2022;Arq 1;B3.01;60.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;B3.01
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;17/10/2022;Arq 1;B3.01;10.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA3.32
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;10/10/2022;Arq 1;B3.01;10.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;AA4.07
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;03/10/2022;Arq 1;B3.01;70.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C4.06
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;26/09/2022;Arq 1;B3.01;1.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;C0.08
MIA;Projecto Final de Arquitectura (2020);PFAPL08;ARQ-E1;9;Seg;11:00:00;12:30:00;19/09/2022;Arq 1;B3.01;50.0;Sala de Arquitectura, Arq 1, Horário sala visível portal público;2,00E+02
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;14/12/2022;Sala de Aulas normal;1,00E+04;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B1.02
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;07/12/2022;Sala de Aulas normal;1,00E+04;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;2,00E+05
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;1,00E+04;16.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C7.07
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;23/11/2022;Sala de Aulas normal;1,00E+04;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B2.01
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;16/11/2022;Sala de Aulas normal;1,00E+04;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B1.02
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;09/11/2022;Sala de Aulas normal;1,00E+04;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1,00E+05
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;02/11/2022;Sala de Aulas normal;1,00E+04;60.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B3.05
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;26/10/2022;Sala de Aulas normal;1,00E+04;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Balcão Receção
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;19/10/2022;Sala de Aulas normal;1,00E+04;16.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C7.06
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;12/10/2022;Sala de Aulas normal;1,00E+04;54.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C6.01
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;28/09/2022;Sala de Aulas normal;1,00E+04;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;2,00E+06
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;21/09/2022;Sala de Aulas normal;1,00E+04;16.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C7.06
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qua;11:00:00;12:30:00;14/09/2022;Sala de Aulas normal;1,00E+04;12.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C6.06
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;24/11/2022;Sala de Aulas normal;1,00E+04;40.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C6.02
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;17/11/2022;Sala de Aulas normal;1,00E+04;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0NE
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;10/11/2022;Sala de Aulas normal;1,00E+04;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B2
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;03/11/2022;Sala de Aulas normal;1,00E+04;34.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C5.05
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;27/10/2022;Sala de Aulas normal;1,00E+04;34.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C5.05
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;20/10/2022;Sala de Aulas normal;1,00E+04;41.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0S02
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;13/10/2022;Sala de Aulas normal;1,00E+04;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C4.01
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;06/10/2022;Sala de Aulas normal;1,00E+04;8.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C5.03
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;29/09/2022;Sala de Aulas normal;1,00E+04;30.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA3.26
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;22/09/2022;Sala de Aulas normal;1,00E+04;41.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Espaço Exposições
LFC, LG;Contabilidade de Gestão II;L0644TP07;GB2;43;Qui;11:00:00;12:30:00;15/09/2022;Sala de Aulas normal;1,00E+04;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA3.23
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;28/11/2022;Sala Aulas Mestrado;Auditório C1.04;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.05
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;21/11/2022;Sala Aulas Mestrado;Auditório C1.04;2.0;Sala/anfiteatro aulas, Horário sala visível portal público;D0.01
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;14/11/2022;Sala Aulas Mestrado;Auditório C1.04;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.01
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;07/11/2022;Sala Aulas Mestrado;Auditório C1.04;20.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.03
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;31/10/2022;Sala Aulas Mestrado;Auditório C1.04;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;0,00E+00
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;24/10/2022;Sala Aulas Mestrado;Auditório C1.04;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.01
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;17/10/2022;Sala Aulas Mestrado;Auditório C1.04;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;0,00E+00
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;10/10/2022;Sala Aulas Mestrado;Auditório C1.04;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.23
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;03/10/2022;Sala Aulas Mestrado;Auditório C1.04;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;B3.06
MEECult, MEGC, MMA;Gestão Cultural;02124TP01;MEGC-A1;48;Seg;18:00:00;20:00:00;26/09/2022;Sala Aulas Mestrado;Auditório C1.04;22.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.11
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Seg;18:30:00;21:00:00;02/01/2023;Não necessita de sala;;52.0;;C4.01
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Sáb;10:00:00;13:00:00;21/01/2023;Não necessita de sala;;1.0;;0NE
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Sáb;10:00:00;13:00:00;14/01/2023;Não necessita de sala;;48.0;;1,00E+10
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Sáb;10:00:00;13:00:00;07/01/2023;Não necessita de sala;;50.0;;D1.09
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qui;18:30:00;21:00:00;26/01/2023;Não necessita de sala;;40.0;;C6.02
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qui;19:00:00;21:00:00;19/01/2023;Não necessita de sala;;34.0;;C2.02
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qua;19:00:00;21:00:00;25/01/2023;Não necessita de sala;;50.0;;D1.09
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qua;19:00:00;21:00:00;18/01/2023;Não necessita de sala;;180.0;;Auditório B2.03
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qua;19:00:00;21:00:00;11/01/2023;Não necessita de sala;;60.0;;B3.05
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Qua;19:00:00;21:00:00;04/01/2023;Não necessita de sala;;129.0;;Auditório 2
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Seg;19:00:00;21:00:00;23/01/2023;Não necessita de sala;;50.0;;AA2.29
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Seg;19:00:00;21:00:00;16/01/2023;Não necessita de sala;;23.0;;D1.04
CT;Tópicos de Matemática Elementar II;TMEIITP02;MP-Sintra;0;Seg;19:00:00;21:00:00;09/01/2023;Não necessita de sala;;20.0;;D1.03
MPDRH;Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos;M9084S01;MPDRHB1;27;Seg;20:00:00;21:00:00;28/11/2022;Sala/anfiteatro aulas;C4.05;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;Balneário masculino
MPDRH;Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos;M9084S01;MPDRHB1;27;Seg;20:00:00;21:00:00;21/11/2022;Sala/anfiteatro aulas;C4.05;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;Balneário feminino
MPDRH;Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos;M9084S01;MPDRHB1;27;Seg;20:00:00;21:00:00;14/11/2022;Sala/anfiteatro aulas;C4.05;80.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório Afonso de Barros
MPDRH;Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos;M9084S01;MPDRHB1;27;Seg;20:00:00;21:00:00;17/10/2022;Sala/anfiteatro aulas;C4.05;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.09
MPDRH;Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos;M9084S01;MPDRHB1;27;Seg;20:00:00;21:00:00;10/10/2022;Sala/anfiteatro aulas;C2.02;50.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1,00E+06
MPDRH;Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos;M9084S01;MPDRHB1;27;Seg;20:00:00;21:00:00;03/10/2022;Sala/anfiteatro aulas;;12.0;;0E07.1
MPDRH;Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos;M9084S01;MPDRHB1;27;Seg;20:00:00;21:00:00;26/09/2022;Sala/anfiteatro aulas;AA3.26;6.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.03
